schedule_id,room_id,date,start_time,end_time,activity
T1035,R455,2026-08-26,13:00,15:00,Lab
T1036,R456,2026-08-17,08:00,10:00,Tutorial
T1037,R456,2026-08-19,17:00,19:00,Tutorial
T1038,R456,2026-08-21,15:00,17:00,Workshop
T1039,R457,2026-08-22,10:00,12:00,Lecture
T1040,R457,2026-08-25,08:00,10:00,Tutorial
T1041,R457,2026-08-25,10:00,12:00,Workshop
T1042,R457,2026-08-25,12:00,13:00,Seminar
T1043,R458,2026-08-17,08:00,10:00,Workshop
T1044,R458,2026-08-17,12:00,13:00,Tutorial
T1045,R458,2026-08-21,08:00,10:00,Lab
T1046,R458,2026-08-21,10:00,12:00,Lecture
T1047,R458,2026-08-21,13:00,15:00,Lab
T1048,R458,2026-08-22,08:00,10:00,Workshop
T1049,R459,2026-08-17,08:00,10:00,Tutorial
T1050,R459,2026-08-17,10:00,12:00,Tutorial
T1051,R459,2026-08-23,15:00,17:00,Lab
T1052,R459,2026-08-24,10:00,12:00,Lab
T1053,R460,2026-08-18,08:00,10:00,Lab
T1054,R460,2026-08-21,08:00,10:00,Tutorial
T1055,R460,2026-08-22,12:00,13:00,Lecture
T1056,R460,2026-08-23,10:00,12:00,Lecture
T1057,R501,2026-08-20,08:00,10:00,Workshop
T1058,R501,2026-08-21,17:00,19:00,Lab
T1059,R501,2026-08-22,13:00,15:00,Seminar
T1060,R501,2026-08-23,12:00,13:00,Tutorial
T1061,R501,2026-08-24,15:00,17:00,Lab
T1062,R502,2026-08-18,15:00,17:00,Lecture
T1063,R502,2026-08-19,08:00,10:00,Tutorial
T1064,R502,2026-08-20,15:00,17:00,Tutorial
T1065,R502,2026-08-21,10:00,12:00,Tutorial
T1066,R502,2026-08-25,08:00,10:00,Tutorial
T1067,R502,2026-08-25,13:00,15:00,Lecture
T1068,R503,2026-08-18,10:00,12:00,Lecture
T1069,R503,2026-08-18,15:00,17:00,Seminar
T1070,R503,2026-08-20,17:00,19:00,Lab
T1071,R503,2026-08-22,12:00,13:00,Workshop
T1072,R503,2026-08-23,17:00,19:00,Workshop
T1073,R503,2026-08-24,13:00,15:00,Lecture
T1074,R503,2026-08-25,12:00,13:00,Workshop
T1075,R504,2026-08-18,08:00,10:00,Lecture
T1076,R504,2026-08-23,17:00,19:00,Lecture
T1077,R504,2026-08-24,08:00,10:00,Lecture
T1078,R505,2026-08-18,10:00,12:00,Tutorial
T1079,R505,2026-08-19,15:00,17:00,Tutorial
T1080,R505,2026-08-21,08:00,10:00,Lecture
T1081,R505,2026-08-21,15:00,17:00,Lab
T1082,R505,2026-08-22,08:00,10:00,Seminar
T1083,R505,2026-08-22,17:00,19:00,Lecture
T1084,R506,2026-08-18,12:00,13:00,Lecture
T1085,R506,2026-08-19,17:00,19:00,Workshop
T1086,R506,2026-08-21,12:00,13:00,Workshop
T1087,R506,2026-08-23,12:00,13:00,Lecture
T1088,R506,2026-08-23,13:00,15:00,Lab
T1089,R506,2026-08-24,12:00,13:00,Lecture
T1090,R506,2026-08-25,17:00,19:00,Lecture
T1091,R507,2026-08-19,08:00,10:00,Workshop
T1092,R507,2026-08-19,15:00,17:00,Tutorial
T1093,R507,2026-08-23,12:00,13:00,Lab
T1094,R507,2026-08-25,10:00,12:00,Seminar
T1095,R507,2026-08-25,17:00,19:00,Lab
T1096,R507,2026-08-26,17:00,19:00,Tutorial
T1097,R508,2026-08-22,10:00,12:00,Tutorial
T1098,R508,2026-08-22,17:00,19:00,Seminar
T1099,R508,2026-08-26,15:00,17:00,Lab
T1100,R509,2026-08-17,08:00,10:00,Lecture
T1101,R509,2026-08-17,17:00,19:00,Workshop
T1102,R509,2026-08-24,08:00,10:00,Seminar
T1103,R509,2026-08-26,15:00,17:00,Tutorial
T1104,R510,2026-08-17,15:00,17:00,Lecture
T1105,R510,2026-08-22,12:00,13:00,Lab
T1106,R510,2026-08-25,10:00,12:00,Tutorial
T1107,R511,2026-08-17,13:00,15:00,Tutorial
T1108,R511,2026-08-18,08:00,10:00,Lecture
T1109,R511,2026-08-19,15:00,17:00,Lab
T1110,R511,2026-08-20,08:00,10:00,Lab
T1111,R511,2026-08-21,17:00,19:00,Lab
T1112,R511,2026-08-25,15:00,17:00,Seminar
T1113,R512,2026-08-18,08:00,10:00,Lecture
T1114,R512,2026-08-25,08:00,10:00,Lecture
T1115,R512,2026-08-26,08:00,10:00,Tutorial
T1116,R513,2026-08-20,13:00,15:00,Workshop
T1117,R513,2026-08-20,15:00,17:00,Lab
T1118,R513,2026-08-21,15:00,17:00,Lecture
T1119,R513,2026-08-26,13:00,15:00,Lab
T1120,R514,2026-08-18,10:00,12:00,Seminar
T1121,R514,2026-08-18,17:00,19:00,Seminar
T1122,R514,2026-08-19,17:00,19:00,Seminar
T1123,R514,2026-08-21,10:00,12:00,Tutorial
T1124,R514,2026-08-21,17:00,19:00,Lecture
T1125,R515,2026-08-17,13:00,15:00,Tutorial
T1126,R515,2026-08-24,12:00,13:00,Lecture
T1127,R515,2026-08-24,15:00,17:00,Seminar
T1128,R515,2026-08-26,08:00,10:00,Workshop
T1129,R516,2026-08-18,17:00,19:00,Seminar
T1130,R516,2026-08-21,15:00,17:00,Lab
T1131,R516,2026-08-23,08:00,10:00,Workshop
T1132,R516,2026-08-23,13:00,15:00,Lecture
T1133,R516,2026-08-24,10:00,12:00,Tutorial
T1134,R516,2026-08-25,13:00,15:00,Seminar
T1135,R517,2026-08-17,12:00,13:00,Lab
T1136,R517,2026-08-17,15:00,17:00,Lab
T1137,R517,2026-08-18,10:00,12:00,Lecture
T1138,R517,2026-08-21,12:00,13:00,Workshop
T1139,R517,2026-08-21,15:00,17:00,Workshop
T1140,R517,2026-08-26,12:00,13:00,Workshop
T1141,R518,2026-08-20,13:00,15:00,Workshop
T1142,R518,2026-08-22,13:00,15:00,Workshop
T1143,R518,2026-08-24,08:00,10:00,Lecture
T1144,R518,2026-08-26,10:00,12:00,Seminar
T1145,R519,2026-08-20,15:00,17:00,Seminar
T1146,R519,2026-08-22,08:00,10:00,Tutorial
T1147,R519,2026-08-24,08:00,10:00,Workshop
T1148,R519,2026-08-24,10:00,12:00,Workshop
T1149,R520,2026-08-17,08:00,10:00,Tutorial
T1150,R520,2026-08-23,17:00,19:00,Workshop
T1151,R520,2026-08-26,17:00,19:00,Seminar
T1152,R521,2026-08-17,15:00,17:00,Tutorial
T1153,R521,2026-08-18,15:00,17:00,Lab
T1154,R521,2026-08-20,12:00,13:00,Lab
T1155,R521,2026-08-22,10:00,12:00,Lecture
T1156,R521,2026-08-25,08:00,10:00,Workshop
T1157,R521,2026-08-26,10:00,12:00,Tutorial
T1158,R522,2026-08-17,17:00,19:00,Seminar
T1159,R522,2026-08-19,13:00,15:00,Workshop
T1160,R522,2026-08-21,08:00,10:00,Seminar
T1161,R522,2026-08-21,10:00,12:00,Lecture
T1162,R522,2026-08-21,17:00,19:00,Seminar
T1163,R522,2026-08-23,17:00,19:00,Seminar
T1164,R522,2026-08-25,15:00,17:00,Lab
T1165,R523,2026-08-22,10:00,12:00,Lecture
T1166,R523,2026-08-23,17:00,19:00,Lecture
T1167,R523,2026-08-24,17:00,19:00,Seminar
T1168,R524,2026-08-17,08:00,10:00,Workshop
T1169,R524,2026-08-17,12:00,13:00,Workshop
T1170,R524,2026-08-17,17:00,19:00,Lab
T1171,R524,2026-08-22,17:00,19:00,Workshop
T1172,R524,2026-08-25,15:00,17:00,Workshop
T1173,R524,2026-08-26,15:00,17:00,Tutorial
T1174,R525,2026-08-17,13:00,15:00,Seminar
T1175,R525,2026-08-19,12:00,13:00,Lab
T1176,R525,2026-08-20,13:00,15:00,Workshop
T1177,R525,2026-08-20,17:00,19:00,Workshop
T1178,R525,2026-08-25,15:00,17:00,Workshop
T1179,R525,2026-08-26,13:00,15:00,Seminar
T1180,R526,2026-08-18,08:00,10:00,Tutorial
T1181,R526,2026-08-18,10:00,12:00,Lecture
T1182,R526,2026-08-21,15:00,17:00,Lab
T1183,R526,2026-08-24,13:00,15:00,Lab
T1184,R526,2026-08-25,08:00,10:00,Lab
T1185,R527,2026-08-17,12:00,13:00,Tutorial
T1186,R527,2026-08-18,08:00,10:00,Seminar
T1187,R527,2026-08-18,15:00,17:00,Lecture
T1188,R527,2026-08-20,17:00,19:00,Lab
T1189,R527,2026-08-22,10:00,12:00,Workshop
T1190,R527,2026-08-22,13:00,15:00,Tutorial
T1191,R527,2026-08-24,12:00,13:00,Tutorial
T1192,R528,2026-08-21,10:00,12:00,Tutorial
T1193,R528,2026-08-26,08:00,10:00,Seminar
T1194,R528,2026-08-26,17:00,19:00,Tutorial
T1195,R529,2026-08-17,12:00,13:00,Workshop
T1196,R529,2026-08-18,08:00,10:00,Lecture
T1197,R529,2026-08-21,12:00,13:00,Seminar
T1198,R529,2026-08-25,08:00,10:00,Seminar
T1199,R529,2026-08-26,17:00,19:00,Workshop
T1200,R530,2026-08-17,08:00,10:00,Seminar
T1201,R530,2026-08-17,13:00,15:00,Workshop
T1202,R530,2026-08-18,12:00,13:00,Seminar
T1203,R530,2026-08-22,10:00,12:00,Workshop
T1204,R530,2026-08-22,13:00,15:00,Tutorial
T1205,R530,2026-08-22,17:00,19:00,Workshop
T1206,R530,2026-08-24,17:00,19:00,Tutorial
T1207,R531,2026-08-18,08:00,10:00,Workshop
T1208,R531,2026-08-21,08:00,10:00,Lab
T1209,R531,2026-08-23,12:00,13:00,Workshop
T1210,R531,2026-08-24,08:00,10:00,Seminar
T1211,R532,2026-08-19,13:00,15:00,Seminar
T1212,R532,2026-08-19,17:00,19:00,Lab
T1213,R532,2026-08-23,12:00,13:00,Lab
T1214,R532,2026-08-24,12:00,13:00,Seminar
T1215,R532,2026-08-25,08:00,10:00,Tutorial
T1216,R532,2026-08-26,15:00,17:00,Tutorial
T1217,R533,2026-08-20,10:00,12:00,Workshop
T1218,R533,2026-08-22,12:00,13:00,Lab
T1219,R533,2026-08-23,12:00,13:00,Workshop
T1220,R533,2026-08-24,12:00,13:00,Tutorial
T1221,R533,2026-08-24,17:00,19:00,Tutorial
T1222,R533,2026-08-26,12:00,13:00,Tutorial
T1223,R534,2026-08-18,12:00,13:00,Tutorial
T1224,R534,2026-08-20,08:00,10:00,Workshop
T1225,R534,2026-08-20,15:00,17:00,Workshop
T1226,R534,2026-08-24,10:00,12:00,Lab
T1227,R534,2026-08-24,13:00,15:00,Lecture
T1228,R534,2026-08-26,13:00,15:00,Lab
T1229,R534,2026-08-26,17:00,19:00,Workshop
T1230,R535,2026-08-21,12:00,13:00,Workshop
T1231,R535,2026-08-23,08:00,10:00,Lab
T1232,R535,2026-08-23,10:00,12:00,Seminar
T1233,R535,2026-08-24,08:00,10:00,Lecture
T1234,R535,2026-08-24,10:00,12:00,Workshop
T1235,R535,2026-08-24,13:00,15:00,Lecture
T1236,R536,2026-08-17,13:00,15:00,Lecture
T1237,R536,2026-08-18,13:00,15:00,Tutorial
T1238,R536,2026-08-21,08:00,10:00,Lab
T1239,R537,2026-08-18,13:00,15:00,Lecture
T1240,R537,2026-08-19,15:00,17:00,Lab
T1241,R537,2026-08-20,08:00,10:00,Tutorial
T1242,R537,2026-08-24,10:00,12:00,Workshop
T1243,R538,2026-08-20,15:00,17:00,Lecture
T1244,R538,2026-08-21,15:00,17:00,Workshop
T1245,R538,2026-08-25,15:00,17:00,Workshop
T1246,R539,2026-08-21,08:00,10:00,Tutorial
T1247,R539,2026-08-22,17:00,19:00,Workshop
T1248,R539,2026-08-23,17:00,19:00,Lab
T1249,R539,2026-08-24,17:00,19:00,Lecture
T1250,R540,2026-08-20,12:00,13:00,Lecture
T1251,R540,2026-08-21,08:00,10:00,Lecture
T1252,R540,2026-08-21,12:00,13:00,Lab
T1253,R540,2026-08-22,17:00,19:00,Tutorial
T1254,R540,2026-08-24,10:00,12:00,Workshop
T1255,R540,2026-08-25,12:00,13:00,Seminar
T1256,R541,2026-08-23,15:00,17:00,Lab
T1257,R541,2026-08-23,17:00,19:00,Workshop
T1258,R541,2026-08-24,13:00,15:00,Workshop
T1259,R541,2026-08-26,15:00,17:00,Workshop
T1260,R542,2026-08-19,08:00,10:00,Seminar
T1261,R542,2026-08-20,08:00,10:00,Tutorial
T1262,R542,2026-08-24,15:00,17:00,Lecture
T1263,R542,2026-08-25,10:00,12:00,Tutorial
T1264,R543,2026-08-18,10:00,12:00,Lecture
T1265,R543,2026-08-21,08:00,10:00,Seminar
T1266,R543,2026-08-22,12:00,13:00,Lab
T1267,R543,2026-08-24,17:00,19:00,Workshop
T1268,R544,2026-08-18,12:00,13:00,Lecture
T1269,R544,2026-08-18,15:00,17:00,Lab
T1270,R544,2026-08-19,15:00,17:00,Seminar
T1271,R544,2026-08-23,10:00,12:00,Tutorial
T1272,R544,2026-08-26,08:00,10:00,Lecture
T1273,R545,2026-08-17,13:00,15:00,Workshop
T1274,R545,2026-08-20,12:00,13:00,Lab
T1275,R545,2026-08-23,12:00,13:00,Seminar
T1276,R545,2026-08-26,17:00,19:00,Workshop
T1277,R546,2026-08-17,15:00,17:00,Tutorial
T1278,R546,2026-08-19,12:00,13:00,Workshop
T1279,R546,2026-08-20,12:00,13:00,Lecture
T1280,R546,2026-08-20,15:00,17:00,Workshop
T1281,R546,2026-08-22,13:00,15:00,Tutorial
T1282,R546,2026-08-24,13:00,15:00,Seminar
T1283,R546,2026-08-25,12:00,13:00,Workshop
T1284,R547,2026-08-17,17:00,19:00,Lab
T1285,R547,2026-08-19,10:00,12:00,Lab
T1286,R547,2026-08-19,12:00,13:00,Lab
T1287,R547,2026-08-20,13:00,15:00,Tutorial
T1288,R547,2026-08-20,15:00,17:00,Workshop
T1289,R547,2026-08-21,10:00,12:00,Workshop
T1290,R547,2026-08-24,08:00,10:00,Seminar
T1291,R548,2026-08-17,08:00,10:00,Seminar
T1292,R548,2026-08-18,10:00,12:00,Tutorial
T1293,R548,2026-08-20,15:00,17:00,Workshop
T1294,R548,2026-08-23,17:00,19:00,Workshop
T1295,R548,2026-08-24,08:00,10:00,Tutorial
T1296,R548,2026-08-25,08:00,10:00,Lecture
T1297,R548,2026-08-25,15:00,17:00,Lab
T1298,R549,2026-08-18,10:00,12:00,Lab
T1299,R549,2026-08-19,15:00,17:00,Lecture
T1300,R549,2026-08-21,08:00,10:00,Workshop
T1301,R549,2026-08-22,15:00,17:00,Lab
T1302,R549,2026-08-25,12:00,13:00,Workshop
T1303,R549,2026-08-26,15:00,17:00,Workshop
T1304,R550,2026-08-17,12:00,13:00,Workshop
T1305,R550,2026-08-19,08:00,10:00,Lecture
T1306,R550,2026-08-20,08:00,10:00,Lecture
T1307,R550,2026-08-20,12:00,13:00,Tutorial
T1308,R550,2026-08-22,10:00,12:00,Workshop
T1309,R550,2026-08-23,17:00,19:00,Workshop
T1310,R551,2026-08-17,15:00,17:00,Tutorial
T1311,R551,2026-08-19,10:00,12:00,Seminar
T1312,R551,2026-08-23,15:00,17:00,Lecture
T1313,R552,2026-08-22,15:00,17:00,Seminar
T1314,R552,2026-08-24,12:00,13:00,Lecture
T1315,R552,2026-08-25,17:00,19:00,Tutorial
T1316,R552,2026-08-26,12:00,13:00,Lecture
T1317,R553,2026-08-17,12:00,13:00,Tutorial
T1318,R553,2026-08-17,13:00,15:00,Lab
T1319,R553,2026-08-17,15:00,17:00,Workshop
T1320,R553,2026-08-17,17:00,19:00,Lecture
T1321,R553,2026-08-20,13:00,15:00,Workshop
T1322,R553,2026-08-24,13:00,15:00,Tutorial
T1323,R554,2026-08-21,08:00,10:00,Seminar
T1324,R554,2026-08-21,10:00,12:00,Lab
T1325,R554,2026-08-21,12:00,13:00,Lecture
T1326,R554,2026-08-21,15:00,17:00,Seminar
T1327,R554,2026-08-23,15:00,17:00,Lecture
T1328,R555,2026-08-17,08:00,10:00,Workshop
T1329,R555,2026-08-17,15:00,17:00,Lecture
T1330,R555,2026-08-23,13:00,15:00,Lecture
T1331,R555,2026-08-23,17:00,19:00,Lab
T1332,R555,2026-08-24,15:00,17:00,Workshop
T1333,R555,2026-08-24,17:00,19:00,Lecture
T1334,R555,2026-08-25,08:00,10:00,Lab
T1335,R556,2026-08-17,17:00,19:00,Seminar
T1336,R556,2026-08-20,08:00,10:00,Seminar
T1337,R556,2026-08-23,12:00,13:00,Seminar
T1338,R556,2026-08-25,08:00,10:00,Lecture
T1339,R556,2026-08-26,17:00,19:00,Seminar
T1340,R557,2026-08-18,12:00,13:00,Seminar
T1341,R557,2026-08-19,12:00,13:00,Workshop
T1342,R557,2026-08-22,15:00,17:00,Lab
T1343,R557,2026-08-24,17:00,19:00,Tutorial
T1344,R558,2026-08-24,10:00,12:00,Lab
T1345,R558,2026-08-25,12:00,13:00,Lecture
T1346,R558,2026-08-26,10:00,12:00,Workshop
T1347,R558,2026-08-26,12:00,13:00,Workshop
T1348,R558,2026-08-26,15:00,17:00,Tutorial
T1349,R559,2026-08-17,08:00,10:00,Workshop
T1350,R559,2026-08-17,12:00,13:00,Seminar
T1351,R559,2026-08-23,08:00,10:00,Workshop
T1352,R560,2026-08-17,17:00,19:00,Tutorial
T1353,R560,2026-08-19,10:00,12:00,Seminar
T1354,R560,2026-08-20,10:00,12:00,Workshop
T1355,R560,2026-08-20,15:00,17:00,Tutorial
T1356,R560,2026-08-24,15:00,17:00,Tutorial
T1357,R560,2026-08-24,17:00,19:00,Tutorial
T1358,R560,2026-08-26,12:00,13:00,Tutorial
